label,days,total_pnl_eur,annualized_pnl_eur,sharpe,sortino,max_drawdown_eur,calmar,hit_rate,avg_daily_turnover
DE_LU,730,3158.072516666667,1579.0362583333335,3.9469871819905964,3.9652549223286817,-129.29458333333332,12.212702323827695,0.5423076923076923,0.1726027397260274
DE_LU-FR,730,2124.883597826087,1062.4417989130436,4.045980941705979,4.0550888546430315,-67.86999999999989,15.654071002107637,0.5151515151515151,0.17397260273972603
DE_LU-NL,730,2092.8635999999997,1046.4317999999998,3.7127226049320416,3.714719251828411,-120.26541666666662,8.70102003554638,0.549618320610687,0.19452054794520549
DE_LU-BE,730,1300.8940449275362,650.4470224637681,3.493719846189481,3.4450438266532903,-98.07916666666688,6.6318571473428785,0.5190476190476191,0.18082191780821918
DE_LU-AT,730,2268.9042028985514,1134.4521014492757,3.087432125657362,2.571301020418869,-137.58749999999998,8.245313719991103,0.5131578947368421,0.1506849315068493
DE_LU-CH,730,1681.5635869565217,840.7817934782609,2.8716352835788532,2.457724444268452,-228.33333333333348,3.682256029831797,0.5194805194805194,0.15342465753424658
DE_LU-DK1,730,1288.507336956522,644.253668478261,4.199883600472045,6.515797327475553,-36.09083333333331,17.850894783391762,0.5320197044334976,0.1506849315068493
